131129033,Theft,11/29/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
131129135,Theft,11/29/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
130011977,Theft,11/29/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
130012007,Theft,11/29/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
130011975,Theft,11/29/13 0:00,3000 Block STEVENS CREEK BLVD.,Santa Clara City Police Department,11/29/13,0:00
131129018,Robbery,11/29/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
131129020,Theft,11/29/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/29/13,0:00
130011906,Theft,11/26/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/26/13,0:00
131126142,Assault,11/26/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/26/13,0:00
130011924,Theft,11/26/13 0:00,1 Block N WINCHESTER BLVD,Santa Clara City Police Department,11/26/13,0:00
131126026,Theft,11/26/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,11/26/13,0:00
S133590014,Assault,12/25/13 1:20,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,12/25/13,1:20
130012911,Breaking & Entering,12/26/13 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,12/26/13,0:00
S133600159,Assault,12/26/13 13:59,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,12/26/13,13:59
130012954,Breaking & Entering,12/27/13 0:00,1000 Block EL CAMINO REAL,Santa Clara City Police Department,12/27/13,0:00
131227204,Breaking & Entering,12/27/13 0:00,1000 Block EL CAMINO REAL,Santa Clara City Police Department,12/27/13,0:00
131227101,Assault,12/27/13 0:00,1300 Block FREMONT ST,Santa Clara City Police Department,12/27/13,0:00
S133610307,Assault,12/27/13 16:32,200 Block S 4TH ST,Santa Clara County Sheriff's Office,12/27/13,16:32
S133610370,Sexual Assault,12/27/13 18:57,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,12/27/13,18:57
130012970,Theft,12/28/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/28/13,0:00
131228109,Theft,12/28/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/28/13,0:00
130012978,Theft,12/28/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/28/13,0:00
131228005,Theft,12/28/13 0:00,1000 Block MONROE ST,Santa Clara City Police Department,12/28/13,0:00
131229016,Assault,12/29/13 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,12/29/13,0:00
130013015,Theft,12/29/13 0:00,200 Block MARTIN AV,Santa Clara City Police Department,12/29/13,0:00
131229061,Theft,12/29/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/29/13,0:00
130013005,Theft,12/29/13 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/29/13,0:00
S133630103,Assault,12/29/13 10:58,1 Block BLOCK N 2ND ST,Santa Clara County Sheriff's Office,12/29/13,10:58
131230132,Other Sexual Offense,12/30/13 0:00,3400 Block THE ALAMEDA,Santa Clara City Police Department,12/30/13,0:00
131230141,Theft,12/30/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/30/13,0:00
130013048,Theft,12/30/13 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,12/30/13,0:00
130013050,Other Sexual Offense,12/30/13 0:00,3400 Block THE ALAMEDA,Santa Clara City Police Department,12/30/13,0:00
S133640016,Theft,12/30/13 1:19,1 Block BLOCK S BASCOM AV,Santa Clara County Sheriff's Office,12/30/13,1:19
S133650333,Assault,12/31/13 17:18,1300 Block THE ALAMEDA,Santa Clara County Sheriff's Office,12/31/13,17:18
140000052,Assault,1/2/14 0:00,NEWHALL ST & WASHINGTON ST,Santa Clara City Police Department,1/2/14,0:00
140000059,Assault,1/2/14 0:00,1400 Block MAIN ST,Santa Clara City Police Department,1/2/14,0:00
S140020050,Theft of Vehicle,1/2/14 5:39,S 6TH ST,Santa Clara County Sheriff's Office,1/2/14,5:39
S140020067,Assault,1/2/14 7:44,SENTER RD,Santa Clara County Sheriff's Office,1/2/14,7:44
140103032,Theft,1/3/14 0:00,300 Block JEFFERSON ST,Santa Clara City Police Department,1/3/14,0:00
140000098,Assault,1/3/14 0:00,900 Block WARBURTON AV,Santa Clara City Police Department,1/3/14,0:00
140000068,Vehicle Recovery,1/3/14 0:00,1400 Block BELLOMY ST,Santa Clara City Police Department,1/3/14,0:00
140103138,Theft,1/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/3/14,0:00
140000111,Breaking & Entering,1/3/14 0:00,700 Block MAIN ST,Santa Clara City Police Department,1/3/14,0:00
140103197,Breaking & Entering,1/3/14 0:00,700 Block MAIN ST,Santa Clara City Police Department,1/3/14,0:00
140000070,Theft,1/3/14 0:00,300 Block JEFFERSON ST,Santa Clara City Police Department,1/3/14,0:00
140000099,Theft,1/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/3/14,0:00
140000086,Theft,1/3/14 0:00,1100 Block BELLOMY ST,Santa Clara City Police Department,1/3/14,0:00
140000122,Robbery,1/4/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/4/14,0:00
140000139,Theft,1/4/14 0:00,500 Block EL CAMINO REAL,Santa Clara City Police Department,1/4/14,0:00
140104149,Theft,1/4/14 0:00,THE ALAMEDA & MARKET ST,Santa Clara City Police Department,1/4/14,0:00
140104032,Robbery,1/4/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/4/14,0:00
S140040013,Assault,1/4/14 0:55,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,1/4/14,0:55
S140040030,Assault,1/4/14 3:27,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/4/14,3:27
140000160,Assault,1/5/14 0:00,3400 Block THE ALAMEDA,Santa Clara City Police Department,1/5/14,0:00
S140050052,Theft of Vehicle,1/5/14 3:43,GIFFORD AV,Santa Clara County Sheriff's Office,1/5/14,3:43
140106214,Theft,1/6/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,1/6/14,0:00
140106197,Assault,1/6/14 0:00,3400 Block THE ALAMEDA,Santa Clara City Police Department,1/6/14,0:00
140000168,Vehicle Recovery,1/6/14 0:00,IDAHO ST & THE ALAMEDA,Santa Clara City Police Department,1/6/14,0:00
140106116,Theft,1/6/14 0:00,1100 Block WASHINGTON ST,Santa Clara City Police Department,1/6/14,0:00
140000176,Theft,1/6/14 0:00,1000 Block RAILROAD ST,Santa Clara City Police Department,1/6/14,0:00
S140060312,Assault with Deadly Weapon,1/6/14 16:49,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/6/14,16:49
140050024,Theft,1/7/14 0:00,RAILROAD AV,Santa Clara City Police Department,1/7/14,0:00
140107114,Theft,1/7/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/7/14,0:00
140000224,Theft,1/7/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/7/14,0:00
140000206,Theft,1/7/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/7/14,0:00
140000230,Theft,1/7/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,1/7/14,0:00
140000209,Theft,1/7/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/7/14,0:00
140000255,Theft,1/8/14 0:00,N MONROE ST & WOODLAND AV,Santa Clara City Police Department,1/8/14,0:00
S140080008,Assault,1/8/14 0:28,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/8/14,0:28
S140080529,Robbery,1/8/14 21:12,1 Block S 2ND ST,Santa Clara County Sheriff's Office,1/8/14,21:12
140110116,Breaking & Entering,1/10/14 0:00,1600 Block LAFAYETTE ST,Santa Clara City Police Department,1/10/14,0:00
140000353,Breaking & Entering,1/10/14 0:00,1600 Block LAFAYETTE ST,Santa Clara City Police Department,1/10/14,0:00
140050038,Theft,1/10/14 0:00,1300 Block ALVISO ST,Santa Clara City Police Department,1/10/14,0:00
S140110158,Other Sexual Offense,1/11/14 11:47,1 Block BLOCK N 2ND ST,Santa Clara County Sheriff's Office,1/11/14,11:47
140112147,Breaking & Entering,1/12/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/12/14,0:00
140000426,Breaking & Entering,1/12/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/12/14,0:00
140000444,Breaking & Entering,1/12/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/12/14,0:00
140112119,Theft,1/12/14 0:00,800 Block CIRCLE DR,Santa Clara City Police Department,1/12/14,0:00
140000441,Theft,1/12/14 0:00,800 Block CIRCLE DR,Santa Clara City Police Department,1/12/14,0:00
140000424,Theft,1/12/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/12/14,0:00
140112085,Theft,1/12/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/12/14,0:00
140112088,Breaking & Entering,1/12/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/12/14,0:00
140113211,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140113209,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140113198,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140000490,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140000489,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140000488,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
140000474,Other Sexual Offense,1/13/14 0:00,LAFAYETTE ST AND MARKET ST,Santa Clara City Police Department,1/13/14,0:00
140113210,Theft,1/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/13/14,0:00
S140130060,Breaking & Entering,1/13/14 4:28,1 Block TOPEKA AV,Santa Clara County Sheriff's Office,1/13/14,4:28
140000503,Breaking & Entering,1/14/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/14/14,0:00
140114035,Breaking & Entering,1/14/14 0:00,600 Block PARK CT,Santa Clara City Police Department,1/14/14,0:00
140114042,Breaking & Entering,1/14/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,1/14/14,0:00
S140140516,Assault,1/14/14 22:26,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/14/14,22:26
S140150181,Theft,1/15/14 11:07,100 Block TERRAINE ST,Santa Clara County Sheriff's Office,1/15/14,11:07
S140150341,Other Sexual Offense,1/15/14 15:45,100 Block BLOCK W YOUNGER AV,Santa Clara County Sheriff's Office,1/15/14,15:45
140000618,Theft,1/16/14 0:00,1700 Block LAFAYETTE ST,Santa Clara City Police Department,1/16/14,0:00
140116222,Theft,1/16/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140000630,Theft,1/16/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140000604,Breaking & Entering,1/16/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/16/14,0:00
140000611,Theft,1/16/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140000625,Theft,1/16/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140116129,Theft,1/16/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140116047,Theft,1/16/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,1/16/14,0:00
140116198,Theft,1/16/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/16/14,0:00
140000592,Theft,1/16/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,1/16/14,0:00
S140160160,Assault,1/16/14 10:16,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/16/14,10:16
S140160436,Assault with Deadly Weapon,1/16/14 18:35,300 Block RAYMOND AV,Santa Clara County Sheriff's Office,1/16/14,18:35
140000678,Assault,1/17/14 0:00,1100 Block MARKET ST,Santa Clara City Police Department,1/17/14,0:00
140000659,Breaking & Entering,1/17/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/17/14,0:00
140117144,Breaking & Entering,1/17/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/17/14,0:00
140117252,Assault,1/17/14 0:00,1100 Block MARKET ST,Santa Clara City Police Department,1/17/14,0:00
140000693,Assault,1/18/14 0:00,1300 Block LAFAYETTE ST,Santa Clara City Police Department,1/18/14,0:00
140118003,Assault,1/18/14 0:00,LAFAYETTE ST & REED ST,Santa Clara City Police Department,1/18/14,0:00
140000697,Vehicle Recovery,1/18/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,1/18/14,0:00
140118107,Vehicle Recovery,1/18/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,1/18/14,0:00
140118087,Assault,1/18/14 0:00,1300 Block LAFAYETTE ST,Santa Clara City Police Department,1/18/14,0:00
S140180029,Robbery,1/18/14 2:50,N 10TH ST,Santa Clara County Sheriff's Office,1/18/14,2:50
S140180399,Theft,1/18/14 22:24,400 Block S BASCOM AV,Santa Clara County Sheriff's Office,1/18/14,22:24
140000733,Theft,1/19/14 0:00,500 Block LAFAYETTE ST,Santa Clara City Police Department,1/19/14,0:00
140050056,Theft,1/20/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/20/14,0:00
140120018,Vehicle Recovery,1/20/14 0:00,NEWHALL & MORSE,Santa Clara City Police Department,1/20/14,0:00
140000745,Vehicle Recovery,1/20/14 0:00,MORSE ST & NEWHALL ST,Santa Clara City Police Department,1/20/14,0:00
140050055,Theft,1/20/14 0:00,500 Block EL CAMINO REAL,Santa Clara City Police Department,1/20/14,0:00
140000767,Breaking & Entering,1/20/14 0:00,700 Block LOCUST ST,Santa Clara City Police Department,1/20/14,0:00
140120120,Breaking & Entering,1/20/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/20/14,0:00
140000763,Theft,1/20/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,1/20/14,0:00
140050049,Theft,1/20/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,1/20/14,0:00
140120161,Theft,1/20/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,1/20/14,0:00
140000747,Theft,1/20/14 0:00,500 Block CAMINO DR,Santa Clara City Police Department,1/20/14,0:00
140120197,Breaking & Entering,1/20/14 0:00,700 Block LOCUST ST,Santa Clara City Police Department,1/20/14,0:00
140120136,Theft,1/20/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,1/20/14,0:00
140000759,Breaking & Entering,1/20/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/20/14,0:00
140000761,Theft,1/20/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,1/20/14,0:00
S140200210,Assault,1/20/14 13:46,1 Block BLOCK GUADALUPE PKWY,Santa Clara County Sheriff's Office,1/20/14,13:46
S140200364,Assault,1/20/14 21:49,1 Block BLOCK W SAN CARLOS ST,Santa Clara County Sheriff's Office,1/20/14,21:49
140121065,Theft,1/21/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/21/14,0:00
140121138,Theft,1/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/21/14,0:00
140000800,Theft,1/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/21/14,0:00
140050058,Theft,1/21/14 0:00,500 Block EL CAMINO REAL,Santa Clara City Police Department,1/21/14,0:00
140000780,Theft,1/21/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/21/14,0:00
140000806,Theft,1/21/14 0:00,1700 Block DE LA CRUZ,Santa Clara City Police Department,1/21/14,0:00
140121165,Theft,1/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/21/14,0:00
S140210041,Robbery,1/21/14 3:51,1 Block BLOCK FOREST AV,Santa Clara County Sheriff's Office,1/21/14,3:51
140122097,Theft,1/22/14 0:00,600 Block WASHINGTON ST,Santa Clara City Police Department,1/22/14,0:00
140000848,Theft,1/22/14 0:00,1600 Block NEWHALL ST,Santa Clara City Police Department,1/22/14,0:00
140050063,Theft,1/22/14 0:00,1200 Block MARKET ST,Santa Clara City Police Department,1/22/14,0:00
140000853,Assault,1/22/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,1/22/14,0:00
140000841,Theft,1/22/14 0:00,JEFFERSON ST & LEXINGTON ST,Santa Clara City Police Department,1/22/14,0:00
S140220359,Theft,1/22/14 15:34,1 Block BLOCK LAUREL GROVE LN,Santa Clara County Sheriff's Office,1/22/14,15:34
S140220447,Theft,1/22/14 18:17,100 Block BLOCK CAHILL ST,Santa Clara County Sheriff's Office,1/22/14,18:17
140000886,Vehicle Recovery,1/23/14 0:00,1200 Block WASHINGTON ST,Santa Clara City Police Department,1/23/14,0:00
140123136,Vehicle Recovery,1/23/14 0:00,FREMONT ST & WASHINGTON ST,Santa Clara City Police Department,1/23/14,0:00
140000877,Assault,1/23/14 0:00,1000 Block REEVE ST,Santa Clara City Police Department,1/23/14,0:00
S140230202,Assault,1/23/14 11:07,300 Block W JULIAN ST,Santa Clara County Sheriff's Office,1/23/14,11:07
S140230479,Theft,1/23/14 18:30,S KING RD,Santa Clara County Sheriff's Office,1/23/14,18:30
S140230516,Assault,1/23/14 20:21,1 Block BLOCK GUADALUPE PKWY,Santa Clara County Sheriff's Office,1/23/14,20:21
140124051,Breaking & Entering,1/24/14 0:00,1300 Block FREMONT ST,Santa Clara City Police Department,1/24/14,0:00
140000902,Breaking & Entering,1/24/14 0:00,1300 Block FREMONT ST,Santa Clara City Police Department,1/24/14,0:00
S140240083,Theft of Vehicle,1/24/14 8:20,400 Block IRVING AV,Santa Clara County Sheriff's Office,1/24/14,8:20
S140240308,Other Sexual Offense,1/24/14 15:53,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/24/14,15:53
140125145,Theft,1/25/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/25/14,0:00
140000952,Theft,1/25/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/25/14,0:00
140002099,Assault,2/25/14 0:00,1500 Block LAFAYETTE ST,Santa Clara City Police Department,2/25/14,0:00
140225007,Assault,2/25/14 0:00,1500 Block LAFAYETTE ST,Santa Clara City Police Department,2/25/14,0:00
S140550225,Theft of Vehicle,2/24/14 14:18,REMILLARD CT,Santa Clara County Sheriff's Office,2/24/14,14:18
140002093,Theft,2/24/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/24/14,0:00
140224116,Theft,2/24/14 0:00,1100 Block BELLOMY ST,Santa Clara City Police Department,2/24/14,0:00
140224182,Other Sexual Offense,2/24/14 0:00,600 Block EL CAMINO REAL,Santa Clara City Police Department,2/24/14,0:00
140002083,Theft,2/24/14 0:00,ALVISO ST & BELLOMY ST,Santa Clara City Police Department,2/24/14,0:00
140224167,Breaking & Entering,2/24/14 0:00,200 Block MONROE ST,Santa Clara City Police Department,2/24/14,0:00
140002095,Other Sexual Offense,2/24/14 0:00,600 Block EL CAMINO REAL,Santa Clara City Police Department,2/24/14,0:00
140002084,Theft,2/24/14 0:00,1100 Block BELLOMY ST,Santa Clara City Police Department,2/24/14,0:00
140224183,Theft,2/24/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/24/14,0:00
140002091,Breaking & Entering,2/24/14 0:00,200 Block MONROE ST,Santa Clara City Police Department,2/24/14,0:00
S140540385,Other Sexual Offense,2/23/14 23:44,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/23/14,23:44
S140530241,Assault,2/22/14 16:19,500 Block MAC ARTHUR AV,Santa Clara County Sheriff's Office,2/22/14,16:19
140002029,Theft,2/22/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/22/14,0:00
140002011,Theft,2/22/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/22/14,0:00
140222104,Theft,2/22/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/22/14,0:00
140222188,Theft,2/22/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/22/14,0:00
S140520476,Theft,2/21/14 23:13,1900 Block W SAN CARLOS ST,Santa Clara County Sheriff's Office,2/21/14,23:13
S140520279,Vehicle Recovery,2/21/14 15:21,DANA AV,Santa Clara County Sheriff's Office,2/21/14,15:21
140221135,Theft,2/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/21/14,0:00
140001960,Theft,2/21/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/21/14,0:00
140221004,Theft,2/21/14 0:00,2200 Block THE ALAMEDA,Santa Clara City Police Department,2/21/14,0:00
140221181,Theft,2/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/21/14,0:00
140221016,Theft,2/21/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/21/14,0:00
S140510528,Robbery,2/20/14 23:48,100 Block BLOCK S 2ND ST,Santa Clara County Sheriff's Office,2/20/14,23:48
S140510485,Robbery,2/20/14 21:37,THE ALAMEDA,Santa Clara County Sheriff's Office,2/20/14,21:37
S140510460,Vehicle Recovery,2/20/14 20:49,W SAN CARLOS ST,Santa Clara County Sheriff's Office,2/20/14,20:49
140220204,Theft,2/20/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/20/14,0:00
140220097,Theft,2/20/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/20/14,0:00
140001952,Theft,2/20/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/20/14,0:00
140001932,Theft,2/20/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/20/14,0:00
140220012,Theft,2/20/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,2/20/14,0:00
S140500272,Theft,2/19/14 15:32,500 Block FLAGG AV,Santa Clara County Sheriff's Office,2/19/14,15:32
140001885,Theft,2/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/19/14,0:00
140219118,Theft,2/19/14 0:00,200 Block MARTIN AV,Santa Clara City Police Department,2/19/14,0:00
140001890,Theft,2/19/14 0:00,200 Block MARTIN AV,Santa Clara City Police Department,2/19/14,0:00
140219109,Theft,2/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/19/14,0:00
140219116,Theft,2/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/19/14,0:00
140001887,Theft,2/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/19/14,0:00
140218163,Theft,2/18/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/18/14,0:00
140218140,Theft,2/18/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/18/14,0:00
140001849,Theft,2/18/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/18/14,0:00
140001848,Theft,2/18/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,2/18/14,0:00
140001853,Theft,2/18/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/18/14,0:00
S140480392,Assault,2/17/14 19:51,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,2/17/14,19:51
S140470306,Assault,2/16/14 19:46,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,2/16/14,19:46
S140470305,Assault,2/16/14 19:44,STORY RD,Santa Clara County Sheriff's Office,2/16/14,19:44
S140470192,Assault,2/16/14 14:53,100 Block W HEDDING ST,Santa Clara County Sheriff's Office,2/16/14,14:53
S140470009,Theft from Vehicle,2/16/14 1:03,1 Block WABASH AV,Santa Clara County Sheriff's Office,2/16/14,1:03
140001782,Theft,2/16/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/16/14,0:00
140216138,Theft,2/16/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/16/14,0:00
S140460158,Assault,2/15/14 10:52,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,2/15/14,10:52
140215202,Theft,2/15/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/15/14,0:00
S140450319,Assault,2/14/14 16:54,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/14/14,16:54
S140450162,Assault,2/14/14 11:27,1 Block BLOCK FOREST AV,Santa Clara County Sheriff's Office,2/14/14,11:27
S140450014,Robbery,2/14/14 0:43,100 Block BLOCK S 1ST ST,Santa Clara County Sheriff's Office,2/14/14,0:43
140213219,Theft,2/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/13/14,0:00
140213166,Theft,2/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/13/14,0:00
140213193,Theft,2/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/13/14,0:00
140001659,Theft,2/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/13/14,0:00
140001668,Theft,2/13/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/13/14,0:00
S140430524,Breaking & Entering,2/12/14 22:18,400 Block LEIGH AV,Santa Clara County Sheriff's Office,2/12/14,22:18
S140430222,Assault,2/12/14 12:44,0 BLOCK WABASH AV,Santa Clara County Sheriff's Office,2/12/14,12:44
140001611,Theft,2/12/14 0:00,LAFAYETTE ST & REED ST,Santa Clara City Police Department,2/12/14,0:00
140001594,Theft,2/12/14 0:00,1000 Block BENTON ST,Santa Clara City Police Department,2/12/14,0:00
S140420464,Theft,2/11/14 21:44,N BASCOM AV,Santa Clara County Sheriff's Office,2/11/14,21:44
S140420039,Other Sexual Offense,2/11/14 4:57,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/11/14,4:57
140001557,Vehicle Recovery,2/11/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/11/14,0:00
140211054,Vehicle Recovery,2/11/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/11/14,0:00
140210152,Theft,2/10/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,2/10/14,0:00
140210010,Vehicle Recovery,2/10/14 0:00,500 Block CHAPMAN CT,Santa Clara City Police Department,2/10/14,0:00
140001507,Vehicle Recovery,2/10/14 0:00,500 Block CHAPMAN CT,Santa Clara City Police Department,2/10/14,0:00
140001530,Theft,2/10/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,2/10/14,0:00
S140400374,Sexual Assault,2/9/14 23:15,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/9/14,23:15
